ad_id;Street;City_Code
330;Oberlinstrasse 19; Wiesbaden (65191);Oberlinstrasse 19,  Wiesbaden (65191);1.18
331;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
332;Am Wolfsfeld 20; Wiesbaden (65191);Am Wolfsfeld 20,  Wiesbaden (65191);0.89
333;Wielandstrasse 41; Wiesbaden (65187);Wielandstrasse 41,  Wiesbaden (65187);1.05
334;Auringen - Mitte; Wiesbaden (65207);Auringen - Mitte,  Wiesbaden (65207);
335;Dekan-Lindenbein-Strasse 5; Wiesbaden (65205);Dekan-Lindenbein-Strasse 5,  Wiesbaden (65205);3.61
336;Freudenberg; Wiesbaden (65201);Freudenberg,  Wiesbaden (65201);1.15
337;Dusseldorfer Strasse 4; Wiesbaden (65205);Dusseldorfer Strasse 4,  Wiesbaden (65205);3.51
338;Dambachtal; Wiesbaden (65183);Dambachtal,  Wiesbaden (65183);2.4
339;Heidestock; Wiesbaden / Sonnenberg (65191);Heidestock,  Wiesbaden / Sonnenberg (65191);0.8
340;Kohlheck; Wiesbaden (65199);Kohlheck,  Wiesbaden (65199);2.44
341;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
342;Rheinstrasse / Dotzheimer Strasse; Wiesbaden (65185);Rheinstrasse / Dotzheimer Strasse,  Wiesbaden (65185);
343;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
344;Gräselberg; Wiesbaden (65187);Gräselberg,  Wiesbaden (65187);0.7
345;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
346;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
347;Rambach - Mitte; Wiesbaden (65207);Rambach - Mitte,  Wiesbaden (65207);
348;Kreuzberger Ring; Wiesbaden Erbenheim (65205);Kreuzberger Ring,  Wiesbaden Erbenheim (65205);1.46
349;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
350;Kasteler Rheinufer; Mainz-Kastel (55252);Kasteler Rheinufer,  Mainz-Kastel (55252);1.97
351;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
352;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
353;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
354;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
355;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
356;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
357;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
358;Kasteler Rheinufer; Mainz-Kastel (55252);Kasteler Rheinufer,  Mainz-Kastel (55252);1.97
359;Kostheim - Mitte; Wiesbaden (55246);Kostheim - Mitte,  Wiesbaden (55246);
360;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
361;Kasteler Rheinufer; Mainz-Kastel (55252);Kasteler Rheinufer,  Mainz-Kastel (55252);1.97
362;Wellritztal; Wiesbaden (65195);Wellritztal,  Wiesbaden (65195);
363;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
364;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
365;Kostheim - Mitte; Mainz Kostheim (55246);Kostheim - Mitte,  Mainz Kostheim (55246);
366;Naurod - Sud; Wiesbaden (65207);Naurod - Sud,  Wiesbaden (65207);
367;Kohlheck; Wiesbaden (65199);Kohlheck,  Wiesbaden (65199);2.44
368;Breckenheim - Mitte; Wiesbaden / Breckenheim (65207);Breckenheim - Mitte,  Wiesbaden / Breckenheim (65207);
369;Luxemburgplatz; Wiesbaden (65185);Luxemburgplatz,  Wiesbaden (65185);0.47
370;Munchener Strasse 42; Wiesbaden (65205);Munchener Strasse 42,  Wiesbaden (65205);3.98
371;Munchener Strasse 34; Wiesbaden (65205);Munchener Strasse 34,  Wiesbaden (65205);3.91
372;Beethovenstrasse; Wiesbaden (65189);Beethovenstrasse,  Wiesbaden (65189);0.66
373;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
374;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
375;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
376;Kloppenheim - Mitte; Wiesbaden (65207);Kloppenheim - Mitte,  Wiesbaden (65207);
377;Kloppenheim - Mitte; Wiesbaden (65207);Kloppenheim - Mitte,  Wiesbaden (65207);
378;Luxemburgplatz; Wiesbaden (65185);Luxemburgplatz,  Wiesbaden (65185);0.51
379;Rheingauviertel; Wiesbaden (65187);Rheingauviertel,  Wiesbaden (65187);1.05
380;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
381;Naurod - Sud; Wiesbaden (65207);Naurod - Sud,  Wiesbaden (65207);
382;Schierstein - Mitte; Wiesbaden (65201);Schierstein - Mitte,  Wiesbaden (65201);
383;Memelstrasse 17; Wiesbaden-Sonnenberg (65191);Memelstrasse 17,  Wiesbaden-Sonnenberg (65191);0.74
384;Sauerland I; Wiesbaden (65199);Sauerland I,  Wiesbaden (65199);4.54
385;Klarenthal - Sud; Wiesbaden (65197);Klarenthal - Sud,  Wiesbaden (65197);
386;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
387;Kloppenheim - Mitte; Wiesbaden (65207);Kloppenheim - Mitte,  Wiesbaden (65207);
388;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
389;Bergkirchenviertel; Wiesbaden (65183);Bergkirchenviertel,  Wiesbaden (65183);
390;Bleichstrasse; Wiesbaden (65185);Bleichstrasse,  Wiesbaden (65185);0.52
391;Lessingstrasse; Wiesbaden (65189);Lessingstrasse,  Wiesbaden (65189);0.69
392;Camp Lindsey; Wiesbaden (65197);Camp Lindsey,  Wiesbaden (65197);1.1
393;Waldstrasse; Wiesbaden (65187);Waldstrasse,  Wiesbaden (65187);0.17
394;Kohlheck; Wiesbaden (65199);Kohlheck,  Wiesbaden (65199);2.44
395;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
396;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
397;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
398;Gräselberg; Wiesbaden (65187);Gräselberg,  Wiesbaden (65187);0.7
399;Delkenheim - Sud; Wiesbaden (65205);Delkenheim - Sud,  Wiesbaden (65205);
400;Breckenheim - Mitte; Wiesbaden / Breckenheim (65207);Breckenheim - Mitte,  Wiesbaden / Breckenheim (65207);
401;Sonnenberg - Mitte; Wiesbaden (65193);Sonnenberg - Mitte,  Wiesbaden (65193);
402;Uthmannstrasse; Wiesbaden (55246);Uthmannstrasse,  Wiesbaden (55246);1.16
403;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
404;Hochfeld; Wiesbaden (65205);Hochfeld,  Wiesbaden (65205);1.75
405;Kurpark; Wiesbaden (65189);Kurpark,  Wiesbaden (65189);1.38
406;Parkfeld; Wiesbaden (65203);Parkfeld,  Wiesbaden (65203);0.89
407;Schau-Ins-Land; Wiesbaden (65189);Schau-Ins-Land,  Wiesbaden (65189);0.46
408;Schau-Ins-Land; Wiesbaden (65189);Schau-Ins-Land,  Wiesbaden (65189);0.46
409;Holbeinstrasse; Wiesbaden (65195);Holbeinstrasse,  Wiesbaden (65195);2.5
410;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
411;Schau-Ins-Land; Wiesbaden (65189);Schau-Ins-Land,  Wiesbaden (65189);0.46
412;Delkenheim - Sud; Wiesbaden (65205);Delkenheim - Sud,  Wiesbaden (65205);
413;Biebricher Allee; Wiesbaden (65187);Biebricher Allee,  Wiesbaden (65187);1.03
414;Bleichstrasse; Wiesbaden (65195);Bleichstrasse,  Wiesbaden (65195);0.89
415;Kastel - Mitte; Mainz-Kastel (55252);Kastel - Mitte,  Mainz-Kastel (55252);
416;Kastel - Mitte; Mainz-Kastel (55252);Kastel - Mitte,  Mainz-Kastel (55252);
417;Erbenheim - Mitte; Wiesbaden (65205);Erbenheim - Mitte,  Wiesbaden (65205);
418;Am Hohen Stein 20; Wiesbaden (65203);Am Hohen Stein 20,  Wiesbaden (65203);1.62
419;Schierstein - Mitte; Wiesbaden / Schierstein (65201);Schierstein - Mitte,  Wiesbaden / Schierstein (65201);
420;Kurpark; Wiesbaden (65189);Kurpark,  Wiesbaden (65189);1.38
421;Nerotal; Wiesbaden (65193);Nerotal,  Wiesbaden (65193);1.73
422;August-Wolff-Str. 23; Wiesbaden (65203);August-Wolff-Str. 23,  Wiesbaden (65203);0.99
423;Dotzheim - Mitte; Wiesbaden (65199);Dotzheim - Mitte,  Wiesbaden (65199);3.2
424;Beethovenstrasse; Wiesbaden (65189);Beethovenstrasse,  Wiesbaden (65189);0.66
425;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
426;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
427;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
428;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
429;Frauenstein - Mitte; Wiesbaden (65201);Frauenstein - Mitte,  Wiesbaden (65201);
430;Gabelsbornstrasse 52; Wiesbaden (65187);Gabelsbornstrasse 52,  Wiesbaden (65187);0.23
431;Uthmannstrasse; Wiesbaden (55246);Uthmannstrasse,  Wiesbaden (55246);1.17
432;Siedlung Kostheim; Wiesbaden (55246);Siedlung Kostheim,  Wiesbaden (55246);
433;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
434;Auringen - Mitte; Wiesbaden (65207);Auringen - Mitte,  Wiesbaden (65207);
435;Bleichstrasse; Wiesbaden (65185);Bleichstrasse,  Wiesbaden (65185);0.52
436;Lessingstrasse; Wiesbaden (65185);Lessingstrasse,  Wiesbaden (65185);0.5
437;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
438;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
439;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
440;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
441;Delkenheim - Mitte; Wiesbaden (65205);Delkenheim - Mitte,  Wiesbaden (65205);
442;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
443;Krautgärten; Wiesbaden (55252);Krautgärten,  Wiesbaden (55252);1.53
444;Auringen - Mitte; Wiesbaden (65207);Auringen - Mitte,  Wiesbaden (65207);
445;Breckenheim - Mitte; Wiesbaden (65207);Breckenheim - Mitte,  Wiesbaden (65207);
446;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
447;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
448;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
449;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
450;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
451;Wolfsfeld; Wiesbaden (65191);Wolfsfeld,  Wiesbaden (65191);0.51
452;Daimlerstrasse / Fischbacher Strasse; Wiesbaden (65197);Daimlerstrasse / Fischbacher Strasse,  Wiesbaden (65197);
453;Gräselberg; Wiesbaden (65187);Gräselberg,  Wiesbaden (65187);0.7
454;Friedenstrasse; Wiesbaden (65189);Friedenstrasse,  Wiesbaden (65189);1.47
455;Siedlung Kostheim; Mainz-Kostheim (55246);Siedlung Kostheim,  Mainz-Kostheim (55246);
456;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
457;Klarenthal - Sud; Wiesbaden (65197);Klarenthal - Sud,  Wiesbaden (65197);
458;Auringen - Mitte; Wiesbaden (65207);Auringen - Mitte,  Wiesbaden (65207);
459;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
460;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
461;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
462;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
463;Kesselbachtal / Rabengrund; Wiesbaden (65193);Kesselbachtal / Rabengrund,  Wiesbaden (65193);
464;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
465;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
466;Gibb; Wiesbaden (65203);Gibb,  Wiesbaden (65203);1.45
467;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
468;Kesselbachtal / Rabengrund; Wiesbaden (65193);Kesselbachtal / Rabengrund,  Wiesbaden (65193);
469;Auringen - Mitte; Wiesbaden / Auringen (65207);Auringen - Mitte,  Wiesbaden / Auringen (65207);
470;Schau-Ins-Land; Wiesbaden (65189);Schau-Ins-Land,  Wiesbaden (65189);0.46
471;Hochstrasse 8; Wiesbaden (65195);Hochstrasse 8,  Wiesbaden (65195);3.52
472;Hochstrasse 8; Wiesbaden (65195);Hochstrasse 8,  Wiesbaden (65195);3.52
473;Hochstr. 8; Wiesbaden (65195);Hochstr. 8,  Wiesbaden (65195);3.52
474;Hochstrasse 8; Wiesbaden (65195);Hochstrasse 8,  Wiesbaden (65195);3.52
475;Klarenthal - Sud; Wiesbaden (65197);Klarenthal - Sud,  Wiesbaden (65197);
476;Lessingstrasse; Wiesbaden (65185);Lessingstrasse,  Wiesbaden (65185);0.5
477;Obergasse 0; Wiesbaden (65207);Obergasse 0,  Wiesbaden (65207);3.17
478;Luxemburgplatz; Wiesbaden / Wiesbaden Mitte (65185);Luxemburgplatz,  Wiesbaden / Wiesbaden Mitte (65185);0.51
479;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
480;Guterbahnhof; Wiesbaden (65197);Guterbahnhof,  Wiesbaden (65197);
481;Biebricher Allee; Wiesbaden (65187);Biebricher Allee,  Wiesbaden (65187);0.8
482;An den Fichten; Wiesbaden (65191);An den Fichten,  Wiesbaden (65191);1.39
483;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
484;Schelmengraben; Wiesbaden (65199);Schelmengraben,  Wiesbaden (65199);2.68
485;Rambach - Mitte; Wiesbaden (65207);Rambach - Mitte,  Wiesbaden (65207);
486;Schmalweg; Wiesbaden (55252);Schmalweg,  Wiesbaden (55252);2.58
487;Adolfshöhe; Wiesbaden (65187);Adolfshöhe,  Wiesbaden (65187);
488;Westend; Wiesbaden (65185);Westend,  Wiesbaden (65185);
489;Riederbergstrasse; Wiesbaden (65195);Riederbergstrasse,  Wiesbaden (65195);3.31
490;Waldstrasse; Wiesbaden (65187);Waldstrasse,  Wiesbaden (65187);0.17
491;Römerstrasse 75; Wiesbaden (55252);Römerstrasse 75,  Wiesbaden (55252);1.71
492;Westfriedhof; Wiesbaden (65199);Westfriedhof,  Wiesbaden (65199);
493;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
494;Nerotal 0; Wiesbaden (65193);Nerotal 0,  Wiesbaden (65193);1.97
495;Fanny Lewald Strasse -; Wiesbaden (65197);Fanny Lewald Strasse -,  Wiesbaden (65197);0.8
496;Fanny Lewald Strasse -; Wiesbaden (65197);Fanny Lewald Strasse -,  Wiesbaden (65197);0.8
497;Fanny Lewald Strasse -; Wiesbaden (65197);Fanny Lewald Strasse -,  Wiesbaden (65197);0.8
498;Sonnenberg - Mitte; Wiesbaden (65193);Sonnenberg - Mitte,  Wiesbaden (65193);
499;Dotzheim - Mitte; Wiesbaden (65199);Dotzheim - Mitte,  Wiesbaden (65199);3.2
500;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
501;Gräselberg; Wiesbaden (65187);Gräselberg,  Wiesbaden (65187);0.7
502;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
503;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
504;Kohlheck; Wiesbaden (65199);Kohlheck,  Wiesbaden (65199);2.44
505;Schierstein - Mitte; Wiesbaden / Schierstein (65201);Schierstein - Mitte,  Wiesbaden / Schierstein (65201);
506;Auringen - Mitte; Wiesbaden / Auringen (65207);Auringen - Mitte,  Wiesbaden / Auringen (65207);
507;Bleichstrasse; Wiesbaden (65183);Bleichstrasse,  Wiesbaden (65183);0.67
508;Bleichstrasse; Wiesbaden (65183);Bleichstrasse,  Wiesbaden (65183);0.67
509;Holbeinstrasse; Wiesbaden (65195);Holbeinstrasse,  Wiesbaden (65195);2.37
510;Holbeinstrasse; Wiesbaden (65195);Holbeinstrasse,  Wiesbaden (65195);2.37
511;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
512;Gräselberg; Wiesbaden (65187);Gräselberg,  Wiesbaden (65187);0.7
513;Medenbach - Mitte; Wiesbaden (65207);Medenbach - Mitte,  Wiesbaden (65207);
514;Nordenstadt - West; Wiesbaden / Nordenstadt (65205);Nordenstadt - West,  Wiesbaden / Nordenstadt (65205);
515;Siedlung Kostheim; Wiesbaden (55246);Siedlung Kostheim,  Wiesbaden (55246);
516;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
517;Naurod - Sud; Wiesbaden (65207);Naurod - Sud,  Wiesbaden (65207);
518;Biebricher Allee; Wiesbaden (65187);Biebricher Allee,  Wiesbaden (65187);0.8
519;Wellritztal; Wiesbaden (65195);Wellritztal,  Wiesbaden (65195);
520;Kloppenheimer Flur; Wiesbaden (65207);Kloppenheimer Flur,  Wiesbaden (65207);
521;Kloppenheimer Flur; Wiesbaden (65207);Kloppenheimer Flur,  Wiesbaden (65207);
522;Wellritztal; Wiesbaden (65195);Wellritztal,  Wiesbaden (65195);
523;Nerobergstrasse 17; Wiesbaden (65193);Nerobergstrasse 17,  Wiesbaden (65193);1.77
524;Uthmannstrasse; Wiesbaden (55246);Uthmannstrasse,  Wiesbaden (55246);1.17
525;Speierlingstrasse 46; Wiesbaden (65191);Speierlingstrasse 46,  Wiesbaden (65191);0.64
526;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
527;Zentrum; Wiesbaden (65183);Zentrum,  Wiesbaden (65183);0.45
528;Komponistenviertel; Wiesbaden (65193);Komponistenviertel,  Wiesbaden (65193);
529;Irenenstrasse; Wiesbaden (65189);Irenenstrasse,  Wiesbaden (65189);1.35
530;Uthmannstrasse; Wiesbaden (55246);Uthmannstrasse,  Wiesbaden (55246);1.17
531;Dambachtal; Wiesbaden (65193);Dambachtal,  Wiesbaden (65193);2.4
532;Aukammtal; Wiesbaden (65191);Aukammtal,  Wiesbaden (65191);1.12
533;Westend; Wiesbaden (65195);Westend,  Wiesbaden (65195);
534;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
535;Kostheim - Mitte; Mainz-Kostheim (55246);Kostheim - Mitte,  Mainz-Kostheim (55246);
536;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
537;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
538;Steinern Strasse; Wiesbaden (55246);Steinern Strasse,  Wiesbaden (55246);1.1
539;Teufelssprung; Wiesbaden (55246);Teufelssprung,  Wiesbaden (55246);1.01
540;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
541;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
542;Schau-Ins-Land; Wiesbaden (65189);Schau-Ins-Land,  Wiesbaden (65189);0.46
543;Bleichstrasse; Wiesbaden (65183);Bleichstrasse,  Wiesbaden (65183);0.67
544;Lessingstrasse; Wiesbaden (65189);Lessingstrasse,  Wiesbaden (65189);0.69
545;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
546;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
547;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
548;Daimlerstrasse / Fischbacher Strasse; Wiesbaden / Klarenthal (65197);Daimlerstrasse / Fischbacher Strasse,  Wiesbaden / Klarenthal (65197);
549;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
550;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
551;Auringen - Mitte; Wiesbaden / Auringen (65207);Auringen - Mitte,  Wiesbaden / Auringen (65207);
552;Riederbergstrasse; Wiesbaden (65195);Riederbergstrasse,  Wiesbaden (65195);3.33
553;Frauenstein - Mitte; Wiesbaden / Frauenstein (65201);Frauenstein - Mitte,  Wiesbaden / Frauenstein (65201);
554;Kloppenheimer Flur; Wiesbaden (65207);Kloppenheimer Flur,  Wiesbaden (65207);
555;Unknown;Unknown;Unknown, Unknown;
556;Speierlingstrasse 46; Wiesbaden (65191);Speierlingstrasse 46,  Wiesbaden (65191);0.64
557;Speierlingstrasse 46; Wiesbaden (65191);Speierlingstrasse 46,  Wiesbaden (65191);0.64
558;Hochfeld; Wiesbaden (65205);Hochfeld,  Wiesbaden (65205);1.75
559;Schierstein - Mitte; Wiesbaden / Schierstein (65201);Schierstein - Mitte,  Wiesbaden / Schierstein (65201);
560;Daimlerstrasse / Fischbacher Strasse; Wiesbaden / Klarenthal (65197);Daimlerstrasse / Fischbacher Strasse,  Wiesbaden / Klarenthal (65197);
561;Bingertstrasse / Liebenaustrasse; Wiesbaden (65191);Bingertstrasse / Liebenaustrasse,  Wiesbaden (65191);
562;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
563;Siedlung Kostheim; Wiesbaden (55246);Siedlung Kostheim,  Wiesbaden (55246);
564;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
565;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
566;Hessloch - Mitte; Wiesbaden (65207);Hessloch - Mitte,  Wiesbaden (65207);
567;Hochfeld; Wiesbaden (65205);Hochfeld,  Wiesbaden (65205);1.75
568;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
569;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
570;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
571;Viktoriastrasse 22; Wiesbaden (65189);Viktoriastrasse 22,  Wiesbaden (65189);0.76
572;Biebricher Allee; Wiesbaden (65187);Biebricher Allee,  Wiesbaden (65187);1.0
573;Naurod - Nord; Wiesbaden (65207);Naurod - Nord,  Wiesbaden (65207);
574;Unterriethstrasse Volkerstrasse; Wiesbaden (65187);Unterriethstrasse Volkerstrasse,  Wiesbaden (65187);
575;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
576;Kurt-Schumacher-Ring; Wiesbaden (65197);Kurt-Schumacher-Ring,  Wiesbaden (65197);0.54
577;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
578;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
579;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
580;Gibb; Wiesbaden / Biebrich (65203);Gibb,  Wiesbaden / Biebrich (65203);1.45
581;Lohmuhlweg 1b1; Wiesbaden (65187);Lohmuhlweg 1b1,  Wiesbaden (65187);0.18
582;Uthmannstrasse; Mainz-Kostheim (55246);Uthmannstrasse,  Mainz-Kostheim (55246);1.15
583;Daimlerstrasse 14; Wiesbaden (65197);Daimlerstrasse 14,  Wiesbaden (65197);0.34
584;Nordenstadt - Ost; Wiesbaden (65205);Nordenstadt - Ost,  Wiesbaden (65205);
585;Aukammtal; Wiesbaden (65191);Aukammtal,  Wiesbaden (65191);1.12
586;Dambachtal; Wiesbaden (65193);Dambachtal,  Wiesbaden (65193);2.4
587;Freudenberg; Wiesbaden (65201);Freudenberg,  Wiesbaden (65201);1.15
588;Hasengartenstrasse; Wiesbaden (65189);Hasengartenstrasse,  Wiesbaden (65189);0.98
589;Delkenheim - Mitte; Wiesbaden (65205);Delkenheim - Mitte,  Wiesbaden (65205);
590;Holbeinstrasse; Wiesbaden (65195);Holbeinstrasse,  Wiesbaden (65195);2.5
591;Biebrich - Mitte; Wiesbaden (65203);Biebrich - Mitte,  Wiesbaden (65203);
592;Kastel - Mitte; Wiesbaden-Mainz-Kostheim (65203);Kastel - Mitte,  Wiesbaden-Mainz-Kostheim (65203);
593;Taunusring 18; Wiesbaden (65205);Taunusring 18,  Wiesbaden (65205);4.07
594;Speierlingstrasse 46; Wiesbaden (65191);Speierlingstrasse 46,  Wiesbaden (65191);0.64
595;Sooderstrasse 2; Wiesbaden (65193);Sooderstrasse 2,  Wiesbaden (65193);2.09
596;Luxemburgplatz; Wiesbaden (65185);Luxemburgplatz,  Wiesbaden (65185);0.47
597;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
598;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
599;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
600;Kohlheck; Wiesbaden (65199);Kohlheck,  Wiesbaden (65199);2.44
601;Auringen - Mitte; Wiesbaden (65207);Auringen - Mitte,  Wiesbaden (65207);
602;Kalkofen; Wiesbaden (65185);Kalkofen,  Wiesbaden (65185);
603;Kostheim - Mitte; Kostheim (55246);Kostheim - Mitte,  Kostheim (55246);
604;Bergkirchenviertel; Wiesbaden (65183);Bergkirchenviertel,  Wiesbaden (65183);
605;Bierstadt - Mitte; Wiesbaden (65191);Bierstadt - Mitte,  Wiesbaden (65191);
606;Nordenstadt - West; Wiesbaden (65205);Nordenstadt - West,  Wiesbaden (65205);
